NOTA_FISCAL;NOME;CPF;CIDADE;CARGO;ENDERECO;EMAIL;DATA_NASCIMENTO;IDADE;DATA_EMISSAO;VALOR_NOTA;COMISSAO;VENDEDOR
179728;Mariane Dias;420.756.813-17;Brito;Digitador;Jardim Arthur Miguel Pinto, 13;otto49@example.com;10/03/1952;73;13/07/2025;605;9,07;Vendendor_A
951574;Bianca da Conceição;825.471.096-11;Moreira;Dentista;Campo de Freitas, 939;anna-lizda-conceicao@example.net;01/01/1963;62;06/11/2025;923;13,84;Vendendor_C
440067;Maria Sophia Mendonça;981.520.634-60;da Cunha;Agente de defesa sanitária;Vereda Câmara, 1;vitor-hugoaraujo@example.org;11/06/1929;96;14/07/2025;952;14,28;Vendendor_B
638100;Pedro Macedo;485.061.923-15;Câmara da Mata;Cinegrafista;Área Larissa Moraes, 69;antonio98@example.com;27/01/2007;18;27/12/2024;196;2,94;Vendendor_C
901717;Isis Sá;457.213.869-91;Aparecida;Funileiro;Largo Sampaio, 8;ucamargo@example.com;29/07/1940;85;07/10/2025;964;14,46;Vendedor_E
737003;Hadassa Sousa;307.296.845-47;Rios;Juiz de direito;Viela de Siqueira, 87;pcirino@example.com;11/04/2002;23;16/10/2025;183;2,75;Vendedor_E
271191;Pedro Henrique Pires;150.782.936-12;Ferreira;Webdesigner;Avenida de Moreira, 24;francisco79@example.org;16/07/1939;86;18/10/2025;453;6,79;Vendendor_C
900594;Valentina Vasconcelos;684.031.597-57;Macedo Grande;Contábil;Trecho de Mendonça, 31;claricenascimento@example.net;21/12/1911;114;04/06/2025;26;0,39;Vendedor_D
170656;Yasmin Novais;254.018.736-62;Azevedo;Jogador de tênis de mesa;Vale Farias;omoura@example.net;04/05/2008;17;25/07/2025;461;6,92;Vendedor_E
907458;Caroline Pires;175.638.402-90;da Luz de Pires;Ajudante de produção;Aeroporto de Araújo, 366;francisco36@example.com;03/11/1994;31;26/01/2025;30;0,45;Vendendor_B
961886;Ana Sophia Correia;687.105.439-10;Silveira do Sul;Vigia parlamentar;Distrito Lucas Moreira, 89;bsales@example.net;10/10/1997;28;27/07/2025;269;4,04;Vendendor_B
731505;Srta. Sophie Machado;087.263.159-12;Camargo das Flores;Acupunturista;Feira Vasconcelos, 5;upimenta@example.com;25/12/2017;8;17/09/2025;744;11,16;Vendendor_B
886175;Brenda Campos;863.502.147-90;Silva de Montenegro;Cobrador de pedágio;Viaduto de Campos, 54;oda-cruz@example.net;18/10/1974;51;21/06/2025;178;2,67;Vendendor_B
466104;Camila Brito;601.945.238-70;Caldeira Grande;Operador de telemarketing;Viaduto da Rosa, 2;da-cruzmaria-sophia@example.net;12/05/1949;76;19/04/2025;687;10,3;Vendedor_D
945207;Alexia Cunha;587.263.490-00;Viana;Matemático;Lagoa de Albuquerque, 249;murilo88@example.org;25/10/1938;87;07/08/2025;83;1,24;Vendendor_A
268424;Anna Liz Sá;073.521.849-88;Brito;Guardador de veículos;Ladeira Novaes;mramos@example.net;08/07/1984;41;31/07/2025;898;13,47;Vendendor_C
904093;Antony Rodrigues;063.189.274-50;Marques Grande;Embalador;Feira de Lopes, 17;nmendes@example.net;10/09/1996;29;12/01/2025;583;8,74;Vendendor_B
206816;Paulo Leão;216.570.984-94;Cavalcanti do Sul;Karateca;Parque Ribeiro, 80;pereiravitoria@example.com;19/10/1978;47;16/12/2024;58;0,87;Vendendor_C
471694;Isabelly Rodrigues;784.901.532-05;Pacheco Verde;Engenheiro de iluminação;Viela de da Paz, 64;zoe72@example.com;17/10/1940;85;08/12/2024;439;6,58;Vendedor_D
442246;Sra. Maria Helena Alves;456.701.839-75;Rocha da Mata;Argumentista;Distrito Allana da Conceição, 12;aaragao@example.com;04/02/1992;33;23/01/2025;672;10,08;Vendendor_B
599518;Matheus Pimenta;208.651.439-51;Rodrigues;Apontador de mão-de-obra;Colônia João Gabriel da Costa, 22;juliamoreira@example.org;12/01/1938;87;14/09/2025;291;4,37;Vendedor_D
519262;Samuel Leão;248.590.137-60;Carvalho;Promotor de eventos;Viaduto de Moreira, 6;vasconceloscatarina@example.com;22/02/1920;105;31/05/2025;827;12,4;Vendedor_E
793040;Isadora Rezende;469.035.827-38;da Mota das Flores;Ambientalista;Vereda de Porto, 4;marcelo42@example.com;10/05/1969;56;16/09/2025;451;6,76;Vendendor_B
350181;Liam Barbosa;709.168.542-30;Nogueira;Percursionista;Conjunto de Moura, 10;lorenavasconcelos@example.net;08/08/2025;0;10/10/2025;135;2,02;Vendedor_D
694942;Alícia Monteiro;674.513.890-57;Peixoto;Comandante;Largo Ramos, 9;erickmendes@example.com;18/08/1910;115;17/12/2024;991;14,87;Vendedor_E
317864;Dr. Bryan da Luz;816.750.934-66;Pereira;Personal stylist;Setor Henrique Carvalho, 87;siqueiraagatha@example.org;08/03/1946;79;02/11/2025;31;0,46;Vendedor_D
290503;Heitor Nunes;598.473.162-28;da Conceição;Pastilheiro;Parque de Siqueira, 44;gael22@example.net;20/11/2024;1;11/06/2025;134;2,01;Vendendor_A
737534;Isaque da Costa;423.695.017-07;Araújo;Argumentista;Fazenda Alana Rezende, 91;milena19@example.org;26/01/1928;97;03/04/2025;134;2,01;Vendendor_A
344502;Calebe Teixeira;673.198.502-30;Pires de Caldeira;Meteorologista;Rodovia Ana Sophia Andrade, 81;gustavocirino@example.com;01/11/1941;84;27/11/2024;459;6,88;Vendendor_B
769892;Agatha Melo;430.152.768-08;Costa;Maitre;Loteamento Pereira;diasmariane@example.org;16/10/1997;28;25/05/2025;402;6,03;Vendendor_B
681082;Benjamin Cirino;024.619.853-24;Macedo do Norte;Percursionista;Viaduto Albuquerque, 79;leo73@example.net;09/11/2012;13;02/12/2024;837;12,55;Vendedor_E
435101;Benicio Peixoto;695.721.843-00;Ribeiro;General;Rua de Ribeiro, 8;gabrielasilveira@example.net;01/04/1942;83;03/05/2025;387;5,8;Vendendor_B
665620;Daniela Sá;932.504.786-10;Aparecida do Campo;Operador de telemarketing;Conjunto Renan Mendes, 39;cunhahenrique@example.com;07/02/1917;108;12/11/2024;640;9,6;Vendendor_B
289993;Laís Peixoto;462.859.713-82;Viana de Nogueira;Cartógrafo;Viela Macedo, 29;theodorosantos@example.org;01/11/1954;71;01/09/2025;805;12,07;Vendendor_B
709067;Caleb da Mota;642.918.057-30;Cavalcante de Andrade;Técnico em hardware;Pátio Luiz Henrique Jesus;mmarques@example.org;23/04/1945;80;13/04/2025;621;9,31;Vendendor_B
971188;Paulo Alves;935.604.871-10;Duarte;Passador;Praça Francisco Pacheco, 3;catarina37@example.org;27/02/1974;51;16/12/2024;902;13,53;Vendedor_D
605110;Heloisa Santos;572.804.693-29;Andrade;Juiz de futebol;Recanto José Pedro Campos, 422;theodoroda-luz@example.net;19/10/1932;93;23/02/2025;528;7,92;Vendendor_B
177720;Eloá Martins;978.521.064-20;Teixeira;Cabo;Ladeira de Lima, 512;benicio83@example.com;02/05/1994;31;30/01/2025;575;8,62;Vendedor_E
956505;Benicio Lima;971.068.534-10;Almeida;Psicólogo;Vale Cunha, 40;lavinia00@example.net;23/02/1999;26;27/01/2025;896;13,44;Vendedor_D
102145;José Vasconcelos;305.712.869-68;Cirino;Coveiro/Sepultador;Via Antony Silva, 367;da-cruzpietra@example.org;01/07/1946;79;17/06/2025;875;13,12;Vendedor_D
389969;Alexandre Garcia;362.178.049-13;Silveira Alegre;Ceramista;Área Luiz Felipe Vasconcelos, 10;luizajesus@example.com;29/10/1938;87;24/05/2025;39;0,58;Vendedor_E
451585;Hadassa Viana;518.392.076-12;Câmara;Técnico em arquivo;Condomínio de Pires, 3;theodorocarvalho@example.net;02/03/1945;80;27/02/2025;349;5,23;Vendedor_D
121553;Maria Clara Albuquerque;034.296.857-29;Duarte das Flores;Geógrafo;Trevo Casa Grande, 74;da-cunhaana-carolina@example.org;24/06/1965;60;10/01/2025;879;13,18;Vendendor_A
747007;Vinicius Pires;924.810.736-22;Viana;Porteiro;Feira de Leão;daniela13@example.com;27/12/1969;56;10/03/2025;820;12,3;Vendendor_C
890734;Srta. Alexia das Neves;823.614.079-22;Martins;Engenheiro de minas;Setor Laura Rodrigues, 8;fariassara@example.com;01/05/1985;40;05/02/2025;303;4,54;Vendendor_A
740251;Melina Costela;258.036.174-07;Montenegro de Vieira;Supervisor;Vale de Porto, 630;laisda-luz@example.com;06/11/1992;33;20/05/2025;387;5,8;Vendedor_E
424917;Yuri Vasconcelos;970.316.258-40;Gonçalves do Oeste;Orçamentista;Residencial Sá, 53;freitasenrico@example.com;10/11/2002;23;07/04/2025;393;5,89;Vendendor_B
588713;Gustavo Oliveira;892.531.046-51;Dias;Infectologista;Fazenda Heitor Costa, 13;yteixeira@example.net;25/03/1981;44;10/09/2025;129;1,93;Vendendor_A
799273;Larissa Câmara;895.607.431-39;Rios;Pesquisador;Chácara Diogo Rodrigues, 625;andradelorenzo@example.org;15/05/1985;40;19/11/2024;496;7,44;Vendendor_B
920990;João Pedro Almeida;318.579.406-01;Lopes Verde;Cambista;Praia Fonseca, 80;andrademarina@example.org;04/05/1912;113;31/08/2025;744;11,16;Vendendor_C
539135;Otto da Cunha;412.079.683-31;Vargas Grande;Militar da Marinha;Feira Leão, 8;henry-gabrielmachado@example.com;08/07/2003;22;05/11/2025;234;3,51;Vendedor_D
589667;Marina Pereira;315.789.246-00;Cunha Grande;Polidor de produção;Rodovia de Castro;joao-miguelalves@example.org;03/03/1912;113;14/11/2024;439;6,58;Vendendor_C
794680;Maria Luiza Caldeira;024.758.613-71;Cavalcante da Praia;Tenente;Feira de da Rocha, 28;ana-beatriz43@example.net;03/02/1946;79;13/10/2025;590;8,85;Vendendor_A
101736;Luna Borges;859.362.074-47;Porto do Oeste;Jogador de futebol;Conjunto Laura Jesus, 53;liviasilva@example.com;08/02/2020;5;11/05/2025;919;13,79;Vendedor_D
630150;Kaique da Cunha;234.610.978-96;Araújo de Barbosa;Funileiro;Via de Brito, 16;bryan20@example.com;31/01/2009;16;15/12/2024;442;6,63;Vendedor_D
223897;Noah da Luz;251.483.097-41;Silveira do Galho;Florista;Pátio de Lima, 48;leaocaroline@example.org;01/03/2024;1;05/02/2025;802;12,03;Vendedor_D
567103;Isabela Mendes;746.582.391-91;Albuquerque;Cartógrafo;Favela Borges, 76;isaque86@example.com;25/06/1911;114;29/08/2025;366;5,49;Vendendor_A
241017;Camila da Luz;731.240.865-62;Sousa;Caminhoneiro;Favela da Cunha;asafecasa-grande@example.org;30/06/1964;61;28/06/2025;980;14,7;Vendendor_B
302799;Vitor Hugo Campos;471.263.085-07;Rezende;Tecnólogo em negócios imobiliários;Rua Ana Lívia Azevedo, 789;guilherme18@example.com;10/01/1984;41;01/09/2025;666;9,99;Vendendor_A
328153;Valentina Montenegro;169.740.852-49;Cavalcante;Neurocirurgião;Rua de Campos, 7;anthony12@example.org;09/04/1960;65;25/07/2025;211;3,17;Vendendor_A
716969;Nina Fernandes;543.872.906-92;da Paz;Pintor;Colônia Alves;da-conceicaomurilo@example.net;27/05/1920;105;02/04/2025;338;5,07;Vendedor_D
565830;Davi Lucas Pastor;348.719.520-88;Carvalho;Advogado;Via Leonardo Sampaio, 9;pastorravy@example.org;16/06/1910;115;03/05/2025;946;14,19;Vendedor_D
901250;Yago Moreira;685.302.794-92;Pacheco do Sul;Cardiologista;Largo Cirino, 735;gael-henriqueduarte@example.org;14/01/1935;90;08/01/2025;145;2,17;Vendedor_D
701102;Ana Clara Machado;350.876.921-68;Monteiro Grande;Cineasta;Jardim Ravi Lucca Pastor, 65;benjamin64@example.com;09/04/1990;35;06/07/2025;868;13,02;Vendedor_E
144073;Danilo Costa;342.871.965-46;Gomes;Retificador;Viela de Montenegro, 81;ccirino@example.com;23/04/1965;60;01/09/2025;934;14,01;Vendedor_D
890221;Henrique da Paz;509.287.164-49;Sousa;Webmaster;Viela Pires, 3;lais81@example.com;15/05/1973;52;02/05/2025;70;1,05;Vendendor_B
138223;Dr. Léo Casa Grande;859.372.041-23;Nogueira do Sul;Catador de material reciclável;Setor Moreira;da-pazmaria-alice@example.org;01/08/1954;71;10/10/2025;735;11,03;Vendendor_B
756392;Caio Duarte;930.516.478-10;Pereira;Vereador;Morro da Costa, 11;ravyribeiro@example.net;21/01/1995;30;23/04/2025;292;4,38;Vendedor_E
535063;Ester Albuquerque;857.491.630-75;Nascimento;Arquiteto;Favela Alice Marques, 2;augusto50@example.org;17/01/1992;33;28/05/2025;720;10,8;Vendedor_E
523177;Miguel Cirino;576.809.123-86;da Rosa;Artista plástico;Rua da Rosa, 38;guerrakevin@example.net;22/01/1932;93;15/07/2025;91;1,36;Vendendor_C
559050;João Vitor Ribeiro;203.785.691-12;Marques de Goiás;Agente funerário;Setor Cunha, 43;pedro-miguelvargas@example.net;29/05/1975;50;13/05/2025;904;13,56;Vendendor_A
827873;Carlos Eduardo Santos;659.014.283-15;Lima;Kite-surfer;Condomínio Ramos, 17;dmonteiro@example.net;05/01/1932;93;22/04/2025;986;14,79;Vendendor_A
814910;Ravi Lucca Correia;731.856.940-66;Silva do Sul;Tecnólogo em produção de bebidas;Vila Fonseca, 81;laviniaguerra@example.org;26/06/2024;1;14/06/2025;828;12,42;Vendedor_D
615573;Otávio Silva;519.064.382-42;Moraes Alegre;Zelador;Parque Luísa Duarte, 22;umonteiro@example.net;20/04/1935;90;31/05/2025;746;11,19;Vendendor_B
699768;Otávio da Luz;674.523.190-52;Fonseca Alegre;Empregado doméstico;Núcleo de Gonçalves;anna-lizgomes@example.org;05/08/1985;40;08/04/2025;154;2,31;Vendendor_C
252897;Henry Gabriel Correia;246.719.035-80;da Rosa de Correia;Zootecnista;Parque Maria Júlia Moreira, 337;ianrios@example.net;11/04/1965;60;04/06/2025;854;12,81;Vendedor_D
592124;Dra. Ana Beatriz Martins;021.593.864-05;Rios da Prata;Ourives;Estação de da Rocha, 93;hmartins@example.com;19/05/1966;59;09/08/2025;806;12,09;Vendendor_B
359054;Gabrielly Abreu;750.649.123-07;Carvalho;Escrivão;Fazenda Mariane Guerra, 84;thomas98@example.net;18/05/2023;2;23/07/2025;699;10,48;Vendendor_B
232286;Ravy Andrade;865.917.243-46;Monteiro;Grafologista;Vereda Noah Campos, 30;enricoda-mata@example.net;27/08/1956;69;03/10/2025;974;14,61;Vendendor_B
798308;Helena da Costa;374.061.529-06;da Rocha de Minas;Instrutor;Alameda Henry Guerra, 80;rodriguesalexandre@example.net;04/03/2015;10;28/02/2025;879;13,18;Vendendor_A
747544;Dr. Eduardo Lima;790.486.152-67;Silva do Campo;Corretor da bolsa de valores;Avenida Correia;henry71@example.net;18/11/2024;1;30/08/2025;650;9,75;Vendendor_C
918811;Dr. Antony Monteiro;648.972.015-94;da Costa do Sul;Sexólogo;Lago Eloá Sampaio, 57;maria-fernanda41@example.net;27/05/1946;79;10/08/2025;517;7,75;Vendendor_B
161729;Caleb Alves;927.645.310-52;Caldeira da Prata;Auditor;Lago Juan Correia, 6;mathiascastro@example.org;10/10/1987;38;08/06/2025;943;14,14;Vendedor_E
451438;Dr. Marcos Vinicius Souza;624.517.903-34;Novais;Gerente de vendas;Feira de da Cunha, 70;luarada-mata@example.org;05/03/1974;51;12/09/2025;391;5,87;Vendendor_B
483390;Gael Sousa;645.908.327-47;Sousa;Profissional de comércio exterior;Campo de da Paz, 98;xda-cunha@example.com;20/11/1917;108;13/03/2025;656;9,84;Vendendor_A
890371;Vicente Araújo;210.387.659-86;Porto Paulista;Sacoleira;Passarela de Jesus, 21;daniel43@example.org;06/01/1931;94;24/01/2025;925;13,88;Vendendor_C
933252;Davi Borges;035.278.491-14;Peixoto;Construtor;Alameda de Brito, 342;luiz-felipe16@example.net;28/01/1931;94;18/06/2025;997;14,96;Vendendor_B
938915;Sr. Lucas Gabriel Rocha;768.134.052-17;Camargo de Andrade;Arquiteto;Condomínio Mateus Teixeira, 8;davi-miguelsiqueira@example.com;11/01/1992;33;14/02/2025;392;5,88;Vendendor_C
175373;José Duarte;681.305.492-98;Peixoto;Estampador de tecidos;Passarela de Porto, 56;maria-flor00@example.net;24/03/1961;64;29/05/2025;498;7,47;Vendendor_B
393645;Luiz Miguel Carvalho;540.381.967-39;Viana;Engenheiro de supply chain ou logística;Conjunto Castro, 73;qrodrigues@example.net;03/08/1948;77;20/06/2025;79;1,19;Vendedor_D
510666;Dr. Bruno Santos;546.138.290-89;Moura de Montenegro;Profissional de recursos humanos;Vereda Caldeira, 996;pgomes@example.net;26/01/2022;3;12/10/2025;96;1,44;Vendendor_B
646357;Ana Santos;954.310.768-84;Barbosa do Galho;Treinador;Via Nathan Camargo, 85;kda-rocha@example.net;30/08/1955;70;06/04/2025;940;14,1;Vendendor_A
887105;Calebe Castro;126.384.905-98;Azevedo;Médico legista;Condomínio Emanuella da Costa, 83;aliciacaldeira@example.net;25/12/1949;76;12/10/2025;521;7,81;Vendendor_C
700821;Renan Lopes;219.036.478-78;Andrade de da Rosa;Arquivista;Chácara Maria Júlia Silva, 75;lucas64@example.net;20/02/1918;107;17/06/2025;611;9,16;Vendedor_E
948920;Brayan Campos;359.087.412-05;Barros;Forneiro;Viaduto Pietra Cirino, 34;mateusgomes@example.com;19/05/1933;92;06/10/2025;457;6,85;Vendendor_B
539881;Sra. Lorena Barros;935.621.748-37;da Rosa de Gomes;Co-piloto;Distrito Mendes, 348;allanapacheco@example.net;29/09/2009;16;08/10/2025;374;5,61;Vendedor_E
734491;Maria Julia Alves;391.824.705-88;Pereira do Galho;Cartazeiro;Colônia Almeida, 2;ottosantos@example.org;15/10/1989;36;28/11/2024;730;10,95;Vendendor_B
205115;Rhavi Machado;084.926.173-22;Sampaio de Goiás;Otorrinolaringologista;Lagoa Monteiro, 89;da-costamilena@example.net;10/10/1998;27;01/08/2025;248;3,72;Vendedor_D
998308;Pedro Mendonça;172.849.356-00;Costela de Brito;Instalador de painéis;Sítio Natália Nogueira, 3;isadorapinto@example.org;02/11/2000;25;08/04/2025;506;7,59;Vendendor_A
188682;Sr. Thales Rios;906.283.157-59;Cavalcante;Odontologista estético;Colônia Maria Eduarda Silva, 52;jade96@example.net;10/03/1936;89;08/01/2025;456;6,84;Vendendor_B
570997;Liam Nogueira;560.738.214-17;da Costa da Serra;Carnavalesco;Quadra Sá, 4;ppacheco@example.com;01/02/2022;3;23/04/2025;755;11,32;Vendendor_C
154889;Srta. Melissa Andrade;436.081.295-70;Araújo;Profissional de relações públicas;Fazenda João Pedro Costela, 92;rduarte@example.net;20/01/1942;83;04/05/2025;115;1,72;Vendendor_C
378961;Ravi Macedo;913.478.560-48;Machado;Protesista;Quadra Cavalcante, 94;amandamendes@example.net;29/12/1934;91;20/01/2025;670;10,05;Vendendor_A
552464;Sr. Marcelo da Luz;924.537.860-83;Lopes de Goiás;Cinematográfo;Via da Luz, 31;pmoraes@example.net;20/06/1941;84;17/12/2024;328;4,92;Vendendor_C
421726;Lucca Barros;864.290.173-03;da Cunha do Sul;Cobaia Médica;Quadra de Monteiro, 57;mendesravi-lucca@example.net;14/02/1926;99;19/05/2025;921;13,81;Vendendor_A
154872;Isabel Borges;726.015.489-67;da Paz da Prata;Ginecologista;Conjunto Cunha;lnascimento@example.org;26/10/1973;52;29/03/2025;832;12,48;Vendedor_E
804325;Bianca Andrade;678.930.541-66;Castro;Redator;Feira de da Rosa, 494;iborges@example.com;19/07/2011;14;11/09/2025;309;4,63;Vendendor_A
376120;Rodrigo Cirino;931.608.247-13;Cunha;Traumatologista;Vila Garcia, 97;isaac84@example.org;27/09/2025;0;29/01/2025;833;12,49;Vendendor_B
967885;Sra. Ana Clara Câmara;563.817.029-40;Almeida;Designer de moda;Recanto de Gomes, 1;cirinoigor@example.com;16/08/1943;82;22/09/2025;732;10,98;Vendedor_D
476580;Aurora Caldeira;783.614.905-66;Costela de Minas;Psicopedagogo;Setor Pinto, 68;cavalcantianna-liz@example.org;18/10/1942;83;07/11/2025;62;0,93;Vendendor_C
315290;Matheus Barros;752.490.613-70;Andrade;Acupunturista;Lago de Abreu, 6;ibarbosa@example.net;06/02/1981;44;17/05/2025;48;0,72;Vendendor_A
223164;Emanuelly Sousa;483.619.027-40;da Rocha do Galho;Radiooperador de vôo;Morro de Andrade, 97;caue17@example.net;26/07/1962;63;28/05/2025;891;13,37;Vendedor_D
295282;Noah Alves;790.451.862-76;Fogaça;Podólogo;Pátio Caldeira, 9;caldeirapedro-lucas@example.com;24/07/1997;28;29/05/2025;44;0,66;Vendendor_A
131236;Maria Clara Abreu;731.528.604-71;Mendonça das Flores;Datilógrafo;Loteamento Barros, 658;pcarvalho@example.net;12/12/1943;82;01/03/2025;60;0,9;Vendendor_C
356384;Vitor Gabriel Rodrigues;570.349.168-10;Gonçalves;Armador;Morro Cassiano, 503;maria-isisda-paz@example.net;28/08/1972;53;18/09/2025;481;7,21;Vendedor_D
526263;Antony Novaes;160.478.953-01;Barbosa de Goiás;Agricultor;Conjunto da Cunha, 64;galbuquerque@example.org;07/10/1966;59;02/05/2025;934;14,01;Vendendor_A
947660;Isis Carvalho;206.941.835-98;da Mata do Sul;Surfista;Chácara Campos, 255;sousayan@example.com;13/09/1993;32;05/11/2025;591;8,87;Vendedor_D
945660;Pedro da Rocha;830.672.145-44;Cavalcanti;Degustador;Sítio Andrade;nogueiradavi@example.com;12/11/1947;78;24/03/2025;570;8,55;Vendedor_D
113773;Anthony Monteiro;638.015.497-39;Ribeiro Alegre;Coreógrafo;Núcleo de Fogaça, 28;da-conceicaoagatha@example.com;29/08/1951;74;27/01/2025;312;4,68;Vendendor_B
796693;Luan Vasconcelos;940.376.182-22;Aragão da Prata;Lutador de jiu-jitsu;Chácara Daniela Alves, 36;barbosalorenzo@example.org;16/09/1921;104;02/04/2025;784;11,76;Vendedor_D
351861;Caroline Farias;158.609.427-02;Nunes da Praia;Adestrador de animais;Recanto Cavalcanti, 89;luna78@example.net;10/12/1973;52;04/04/2025;153;2,29;Vendendor_C
715450;Luiz Fernando Ferreira;637.459.102-06;Monteiro;Técnico em documentação;Vale de Cassiano, 64;eloahbarbosa@example.net;09/07/1924;101;07/02/2025;433;6,5;Vendendor_C
567842;Mirella Porto;801.439.762-22;Aragão;Técnico em rede;Favela de Pimenta, 32;portoravy@example.net;14/07/1911;114;22/06/2025;510;7,65;Vendendor_C
936922;Amanda Marques;853.621.479-19;Pimenta Verde;Engenheiro aeronáutico;Largo de Gomes, 3;jose-pedro12@example.com;10/02/2019;6;25/05/2025;937;14,05;Vendedor_E
824700;Maria Luísa Cavalcante;563.917.208-86;Almeida;Engenheiro mecatrônico;Viaduto de Guerra, 95;joaodias@example.com;25/12/1995;30;01/07/2025;728;10,92;Vendedor_D
325899;Henry Lima;463.819.570-93;Cavalcante Verde;Médico;Favela da Cunha, 489;avargas@example.com;30/04/2012;13;29/11/2024;11;0,16;Vendendor_C
568379;Levi Leão;805.246.971-67;Cirino das Pedras;Afiador de ferramentas;Pátio Stephany Pimenta, 60;zvieira@example.net;13/11/2023;2;04/05/2025;25;0,38;Vendendor_C
663094;José Pedro Rios;847.069.532-00;Vasconcelos de Cirino;Senador;Vila Thales Teixeira, 242;pastorheloisa@example.net;14/01/1972;53;09/02/2025;40;0,6;Vendedor_E
771383;Heloísa Rezende;317.089.562-12;Pastor;Economista doméstico;Rodovia Ribeiro, 106;ufogaca@example.com;09/05/1976;49;02/07/2025;308;4,62;Vendendor_C
960874;Isabela da Costa;408.231.956-51;Macedo;Estivador;Vale Maya Sá, 8;antonella89@example.org;07/10/1921;104;08/06/2025;828;12,42;Vendendor_A
174824;Sr. Thales Barbosa;097.538.214-41;Sales;Técnico em radiologia;Campo Catarina Correia, 29;dpinto@example.net;14/12/2014;11;15/08/2025;406;6,09;Vendedor_E
423246;Jade Vasconcelos;017.845.693-48;Campos de Souza;Jogador de boliche;Pátio Camargo, 14;fogacaemanuella@example.com;30/12/2010;15;16/07/2025;70;1,05;Vendedor_E
763802;Heloísa Albuquerque;137.960.852-02;Cardoso;Cobaia Médica;Favela Natália Pereira, 16;gabrielaviana@example.org;09/03/1948;77;01/08/2025;579;8,69;Vendendor_B
847041;Joana da Conceição;591.280.367-86;Pimenta;Zelador;Via Costa;garciajoaquim@example.net;05/04/2020;5;12/03/2025;340;5,1;Vendedor_E
262394;Kaique Fogaça;356.780.419-75;Sá;Toxicologista;Recanto Mendonça, 45;luiz-gustavoborges@example.org;26/05/1953;72;26/08/2025;136;2,04;Vendendor_C
874390;Lucas Gabriel Moura;038.529.716-59;Abreu do Norte;Dentista;Travessa Maria Júlia Alves, 14;jesusisaque@example.com;28/04/1993;32;01/03/2025;215;3,23;Vendedor_D
862552;Emanuella Cavalcante;439.572.081-14;Costa de Cavalcante;Telegrafista;Largo de Novais, 32;qcaldeira@example.com;20/06/1917;108;18/10/2025;404;6,06;Vendendor_C
135850;Lorenzo Porto;608.725.941-49;Correia;Meteorologista;Lagoa de Carvalho, 90;julianavasconcelos@example.com;23/11/1993;32;14/09/2025;274;4,11;Vendendor_B
697803;Emanuel Pastor;584.960.237-29;Nogueira do Norte;Defensor Público;Residencial de Borges, 914;meloluisa@example.org;19/10/1995;30;03/09/2025;757;11,36;Vendendor_B
960382;Cauã Nogueira;213.906.587-59;Farias;Profissional de recursos humanos;Praça Santos, 794;caroline24@example.org;19/06/1975;50;10/09/2025;371;5,56;Vendendor_B
200497;Stephany Costela;821.940.763-87;Barbosa da Praia;Auxiliar de reprografia;Área Peixoto, 7;salesnoah@example.org;19/01/1951;74;27/12/2024;399;5,98;Vendedor_E
239912;Srta. Rebeca Pacheco;312.576.409-25;Almeida de Cunha;Coronel;Esplanada José Pedro Machado, 43;omontenegro@example.com;31/01/1995;30;03/03/2025;954;14,31;Vendedor_E
264052;Ana Vitória da Mata;018.743.962-13;Porto;Técnico em radiologia;Área de Peixoto;maria-helena61@example.com;27/04/1959;66;30/09/2025;195;2,92;Vendendor_C
895264;Lívia Sousa;465.718.039-84;da Rocha da Praia;Guitarrista;Lago Luiza Pires, 56;gmachado@example.com;14/04/1954;71;23/02/2025;49;0,73;Vendendor_C
969026;Elisa Abreu;527.061.894-01;Camargo Paulista;Seguidor de compras;Recanto Montenegro, 34;haragao@example.net;27/10/1963;62;17/01/2025;757;11,36;Vendendor_C
890845;Vitor Azevedo;904.562.781-76;Sales de Moura;Matemático;Jardim Brenda Nogueira, 93;anthony-gabriel35@example.com;12/06/2020;5;18/09/2025;788;11,82;Vendedor_E
483944;Ana Julia Ferreira;146.593.028-06;Campos;Bóia-fria;Avenida de Viana, 2;jose-pedro95@example.com;31/05/1929;96;04/04/2025;423;6,34;Vendendor_B
994874;Srta. Natália Martins;847.529.601-76;Martins do Galho;Arquiteto;Recanto Machado, 8;da-cruzester@example.net;24/07/1915;110;01/05/2025;783;11,74;Vendedor_E
712411;Theo Pastor;580.692.471-85;Pires;Portuário;Praça Benjamin Peixoto;machadomaria-eduarda@example.com;30/07/2002;23;18/12/2024;451;6,76;Vendendor_B
245550;Amanda Rios;930.581.764-57;Monteiro;Esgrimista;Conjunto Araújo, 347;heitor30@example.net;02/04/1984;41;21/10/2025;119;1,78;Vendedor_E
809047;Eduarda da Mota;524.031.786-08;Rodrigues;Publicitário;Jardim Cunha;saryan@example.com;14/02/1967;58;04/07/2025;274;4,11;Vendedor_D
153374;Breno Sampaio;850.439.126-42;Azevedo;Obstetra;Núcleo de Abreu, 657;unogueira@example.com;18/11/1923;102;14/10/2025;575;8,62;Vendedor_D
387470;Júlia Gomes;619.857.342-73;Souza do Campo;Engenheiro de minas;Setor Ester Pastor, 26;henry-gabriel36@example.net;03/03/1944;81;09/06/2025;251;3,76;Vendendor_A
